FUNDING,name,State
356625,alcohol,OHIO
172369,breast,OHIO
402301,tumor,OHIO
58002,stress,OHIO
531286,brain,OHIO
496418,aging,OHIO
328888,tumor,OHIO
346719,brain,OHIO
328888,diabetes,OHIO
698401,diabetes,OHIO
396250,aging,OHIO
343438,brain,OHIO
43576,brain,OHIO
346719,brain,OHIO
173213,diabetes,OHIO
423604,brain,OHIO
161881,lung,OHIO
56118,alcohol,OHIO
1658907,alcohol,OHIO
34784,brain,OHIO
501622,alcohol,OHIO
356625,diabetes,OHIO
172369,breast,OHIO
135648,alcohol,OHIO
33612,alcohol,OHIO
951e3,brain,OHIO
1114312,alcohol,OHIO
273273,alcohol,OHIO
1971754,breast,MARYLAND
2528246,breast,MARYLAND
398400,tumor,NEW YORK
5e4,hiv,NEW YORK
5e3,brain,NEW YORK
473750,brain,NEW YORK
1291661,brain,NEW YORK
203411,brain,NEW YORK
1127714,brain,NEW YORK
314160,tumor,NEW YORK
59970,tumor,NEW YORK
102233,aging,NEW YORK
30972,aging,NEW YORK
201084,brain,NEW YORK
9e3,immune,NEW YORK
430152,aging,MASSACHUSETTS
997515,aging,MASSACHUSETTS
498020,hiv,Others
308553,breast,Others
382544,hiv,Others
270375,stress,Others
662694,hiv,Others
247214,breast,Others
172163,aging,Others
64946,hiv,Others
123442,breast,Others
334155,lung,Others
940157,hiv,NEW YORK
441201,hiv,NEW YORK
2e5,aging,NEW YORK
251827,hiv,NEW YORK
320787,aging,NEW YORK
395942,aging,NEW YORK
350176,tumor,NEW YORK
745883,hiv,NEW YORK
36e4,aging,NEW YORK
634839,hiv,NEW YORK
1003332,hiv,NEW YORK
469636,aging,NEW YORK
525716,tumor,NEW YORK
793490,aging,NEW YORK
234900,stress,NEW YORK
702774,aging,NEW YORK
44704,tumor,NEW YORK
36213,hiv,NEW YORK
439642,lung,NEW YORK
952336,tumor,NEW YORK
2e5,stress,NEW YORK
117438,lung,NEW YORK
545960,lung,NEW YORK
43576,hiv,NEW YORK
398013,lung,NEW YORK
56118,immune,NEW YORK
332e3,breast,NEW YORK
279446,aging,NEW YORK
1595847,hiv,NEW YORK
215753,aging,NEW YORK
430980,diabetes,NEW YORK
58002,diabetes,NEW YORK
94982,brain,NEW YORK
1927138,brain,NEW YORK
468107,aging,NEW YORK
586286,aging,NEW YORK
1370339,diabetes,NEW YORK
325300,brain,NEW YORK
395673,aging,NEW YORK
121824,aging,NEW YORK
307134,aging,NEW YORK
166286,hiv,NEW YORK
716877,hiv,NEW YORK
43576,aging,NEW YORK
4e5,brain,NEW YORK
1595193,hiv,NEW YORK
229200,aging,NEW YORK
353958,immune,NEW YORK
4e5,immune,NEW YORK
4e5,immune,NEW YORK
506770,aging,NEW YORK
2e5,immune,NEW YORK
88197,diabetes,NEW YORK
45675,diabetes,NEW YORK
316759,lung,NEW YORK
553894,aging,NEW YORK
331450,hiv,NEW YORK
221850,lung,NEW YORK
332e3,tumor,NEW YORK
614394,brain,NEW YORK
396784,stress,NEW YORK
165629,stress,NEW YORK
563843,stress,NEW YORK
248610,breast,NEW YORK
570651,breast,NEW YORK
1287975,alcohol,NEW YORK
619964,breast,NEW YORK
53005,breast,NEW YORK
471432,lung,NEW YORK
132445,brain,NEW YORK
925357,immune,NEW YORK
288e3,tumor,NEW YORK
157842,aging,NEW YORK
602336,hiv,NEW YORK
686680,hiv,NEW YORK
4e5,immune,NEW YORK
8e4,breast,NEW YORK
907851,breast,NEW YORK
7180418,aging,NEW YORK
449680,breast,NEW YORK
166017,stress,NEW YORK
24e4,lung,NEW YORK
23547,aging,NEW YORK
249554,hiv,NEW YORK
384782,tumor,NEW YORK
319349,aging,NEW YORK
99958,hiv,NEW YORK
395389,brain,NEW YORK
430717,aging,NEW YORK
4e5,stress,NEW YORK
178522,hiv,NEW YORK
331431,tumor,NEW YORK
1238106,tumor,NEW YORK
61338,immune,NEW YORK
242494,aging,NEW YORK
763947,lung,NEW YORK
582230,hiv,NEW YORK
366858,brain,NEW YORK
127710,brain,NEW YORK
181092,alcohol,NEW YORK
358037,diabetes,NEW YORK
58234,aging,NEW YORK
43576,aging,NEW YORK
348566,immune,NEW YORK
366e3,tumor,NEW YORK
107235,immune,NEW YORK
2192440,hiv,NEW YORK
381019,alcohol,NEW YORK
60673,brain,NEW YORK
171612,lung,NEW YORK
54294,alcohol,NEW YORK
498270,diabetes,NEW YORK
499995,aging,NEW YORK
548264,lung,NEW YORK
355201,brain,NEW YORK
123934,hiv,NEW YORK
439302,breast,NEW YORK
2237757,hiv,NEW YORK
436453,tumor,NEW YORK
37526,diabetes,NEW YORK
251630,brain,NEW YORK
316149,aging,NEW YORK
548501,aging,NEW YORK
161996,breast,NEW YORK
32e4,immune,NEW YORK
149089,brain,NEW YORK
43576,tumor,NEW YORK
24e4,aging,NEW YORK
675164,hiv,NEW YORK
332e3,tumor,NEW YORK
212216,diabetes,NEW YORK
223578,tumor,NEW YORK
342310,aging,NEW YORK
319837,hiv,NEW YORK
421027,hiv,NEW YORK
12e4,aging,NEW YORK
134163,hiv,NEW YORK
31694,brain,NEW YORK
356938,diabetes,NEW YORK
18473,diabetes,NEW YORK
180360,aging,NEW YORK
653550,brain,NEW YORK
187380,tumor,NEW YORK
439931,hiv,NEW YORK
447952,lung,NEW YORK
650341,brain,NEW YORK
653928,breast,NEW YORK
227604,brain,NEW YORK
396871,tumor,NEW YORK
1e5,brain,NEW YORK
241500,brain,NEW YORK
191957,aging,NEW YORK
166842,hiv,NEW YORK
192569,aging,NEW YORK
551971,hiv,NEW YORK
332535,breast,NEW YORK
317750,aging,NEW YORK
385717,alcohol,NEW YORK
479575,stress,NEW YORK
334333,brain,NEW YORK
43560,tumor,NEW YORK
76615,stress,NEW YORK
483168,brain,NEW YORK
462345,hiv,NEW YORK
56118,brain,NEW YORK
144698,hiv,NEW YORK
406331,aging,NEW YORK
259145,aging,NEW YORK
761416,brain,MASSACHUSETTS
556546,hiv,Others
204515,breast,Others
281515,hiv,CALIFORNIA
216897,hiv,CALIFORNIA
1246454,alcohol,Others
161750,aging,NEW YORK
1005598,aging,MASSACHUSETTS
609726,aging,Others
649571,hiv,MASSACHUSETTS
1702856,diabetes,MASSACHUSETTS
363125,breast,MASSACHUSETTS
495346,lung,MASSACHUSETTS
326813,lung,MASSACHUSETTS
347761,tumor,MASSACHUSETTS
177009,lung,MASSACHUSETTS
330164,lung,MASSACHUSETTS
1035e3,breast,MASSACHUSETTS
512243,lung,MASSACHUSETTS
151649,tumor,MASSACHUSETTS
534201,lung,MASSACHUSETTS
126232,tumor,MASSACHUSETTS
390540,tumor,MASSACHUSETTS
413558,tumor,MASSACHUSETTS
356756,breast,MASSACHUSETTS
675300,tumor,MASSACHUSETTS
562169,hiv,MASSACHUSETTS
422319,lung,MASSACHUSETTS
35e4,hiv,MASSACHUSETTS
394578,lung,MASSACHUSETTS
540936,lung,MASSACHUSETTS
324548,tumor,MASSACHUSETTS
410899,immune,MASSACHUSETTS
522673,hiv,MASSACHUSETTS
756725,lung,MASSACHUSETTS
126042,lung,MASSACHUSETTS
432209,hiv,MASSACHUSETTS
1027500,lung,MASSACHUSETTS
35532,hiv,MASSACHUSETTS
437500,hiv,MASSACHUSETTS
221863,hiv,MASSACHUSETTS
9e4,diabetes,MASSACHUSETTS
1669628,immune,MASSACHUSETTS
775816,breast,MASSACHUSETTS
22628,lung,MASSACHUSETTS
453569,tumor,MASSACHUSETTS
541784,lung,MASSACHUSETTS
2161168,breast,MASSACHUSETTS
352007,lung,MASSACHUSETTS
371117,breast,MASSACHUSETTS
518245,diabetes,MASSACHUSETTS
709180,tumor,MASSACHUSETTS
2237877,brain,MASSACHUSETTS
128690,lung,MASSACHUSETTS
7e5,immune,MASSACHUSETTS
672917,breast,MASSACHUSETTS
117441,tumor,MASSACHUSETTS
616199,breast,MASSACHUSETTS
1747745,lung,MASSACHUSETTS
116603,lung,MASSACHUSETTS
122256,tumor,MASSACHUSETTS
667641,aging,MASSACHUSETTS
184248,stress,MASSACHUSETTS
133108,lung,MASSACHUSETTS
715679,hiv,MASSACHUSETTS
620047,hiv,Others
768736,aging,Others
460575,aging,Others
547736,tumor,Others
279212,tumor,Others
358358,brain,Others
43576,brain,Others
5e4,tumor,Others
176175,aging,Others
578525,alcohol,Others
1185861,lung,Others
409727,hiv,Others
44680,breast,Others
56118,immune,Others
48576,hiv,Others
350720,hiv,Others
43576,breast,Others
398784,lung,Others
43576,aging,Others
252824,immune,Others
594606,immune,Others
604996,aging,Others
492912,tumor,Others
169703,lung,Others
184072,alcohol,Others
348828,aging,Others
81e3,tumor,Others
358611,lung,Others
330974,aging,ILLINOIS
168845,hiv,ILLINOIS
43576,hiv,ILLINOIS
35e3,aging,ILLINOIS
224848,aging,TEXAS
139140,aging,Others
63620,aging,Others
348688,breast,Others
597081,hiv,Others
151618,hiv,Others
951508,hiv,CALIFORNIA
224610,aging,Others
724860,diabetes,Others
231153,immune,CALIFORNIA
240880,hiv,Others
152762,hiv,NEW YORK
149972,hiv,NEW YORK
212542,hiv,MASSACHUSETTS
3e5,hiv,Others
985783,lung,PENNSYLVANIA
431612,immune,CALIFORNIA
405075,breast,CALIFORNIA
571718,aging,Others
189268,alcohol,Others
1e6,breast,CALIFORNIA
43576,hiv,PENNSYLVANIA
232256,hiv,PENNSYLVANIA
42037,hiv,PENNSYLVANIA
391250,hiv,PENNSYLVANIA
234750,brain,PENNSYLVANIA
804035,hiv,PENNSYLVANIA
1912085,hiv,PENNSYLVANIA
85728,hiv,PENNSYLVANIA
552780,hiv,PENNSYLVANIA
78250,hiv,PENNSYLVANIA
551007,hiv,PENNSYLVANIA
378947,hiv,PENNSYLVANIA
325029,hiv,PENNSYLVANIA
230528,hiv,PENNSYLVANIA
436750,brain,PENNSYLVANIA
289340,hiv,PENNSYLVANIA
96478,hiv,PENNSYLVANIA
469853,hiv,PENNSYLVANIA
357994,breast,PENNSYLVANIA
42847,tumor,PENNSYLVANIA
222567,breast,MASSACHUSETTS
129723,lung,NORTH CAROLINA
58002,aging,NORTH CAROLINA
33784,breast,NORTH CAROLINA
616234,aging,NORTH CAROLINA
598528,lung,NORTH CAROLINA
743914,lung,NORTH CAROLINA
661705,stress,NORTH CAROLINA
48576,immune,NORTH CAROLINA
999781,hiv,NORTH CAROLINA
316985,aging,NORTH CAROLINA
321376,aging,NORTH CAROLINA
2641256,tumor,NORTH CAROLINA
122283,diabetes,NORTH CAROLINA
564366,hiv,NORTH CAROLINA
579406,breast,NORTH CAROLINA
623456,hiv,NORTH CAROLINA
114738,lung,NORTH CAROLINA
595836,aging,NORTH CAROLINA
31686,brain,NORTH CAROLINA
1141522,hiv,NORTH CAROLINA
34109,diabetes,NORTH CAROLINA
481823,hiv,NORTH CAROLINA
479193,breast,NORTH CAROLINA
406700,aging,NORTH CAROLINA
596791,aging,NORTH CAROLINA
165132,immune,NORTH CAROLINA
649715,diabetes,NORTH CAROLINA
37176,tumor,NORTH CAROLINA
238500,immune,NORTH CAROLINA
1858150,hiv,NORTH CAROLINA
362093,aging,NORTH CAROLINA
1333647,aging,NORTH CAROLINA
343438,brain,NORTH CAROLINA
2532602,hiv,NORTH CAROLINA
767068,hiv,NORTH CAROLINA
2156509,stress,NORTH CAROLINA
7e4,hiv,NORTH CAROLINA
780235,hiv,NORTH CAROLINA
529407,aging,NORTH CAROLINA
568167,brain,NORTH CAROLINA
238500,brain,NORTH CAROLINA
395076,stress,NORTH CAROLINA
347813,brain,NORTH CAROLINA
34183,tumor,NORTH CAROLINA
192568,immune,NORTH CAROLINA
450151,immune,NORTH CAROLINA
623132,immune,NORTH CAROLINA
6e4,aging,NORTH CAROLINA
59970,aging,NORTH CAROLINA
157397,hiv,NORTH CAROLINA
34384,hiv,NORTH CAROLINA
30829843,hiv,NORTH CAROLINA
717055,alcohol,NORTH CAROLINA
172422,lung,NORTH CAROLINA
289125,alcohol,NORTH CAROLINA
363713,breast,NORTH CAROLINA
1324398,lung,NORTH CAROLINA
947320,diabetes,NORTH CAROLINA
2036564,brain,NORTH CAROLINA
157454,aging,NORTH CAROLINA
625740,stress,NORTH CAROLINA
112696,brain,NORTH CAROLINA
319500,aging,NORTH CAROLINA
372756,aging,NORTH CAROLINA
199895,brain,NORTH CAROLINA
510904,hiv,NORTH CAROLINA
603432,hiv,NORTH CAROLINA
558226,brain,NORTH CAROLINA
133050,hiv,NORTH CAROLINA
499514,brain,NORTH CAROLINA
346854,aging,NORTH CAROLINA
453458,aging,NORTH CAROLINA
353250,stress,NORTH CAROLINA
78705,hiv,NORTH CAROLINA
198750,diabetes,NORTH CAROLINA
468326,aging,NORTH CAROLINA
690304,alcohol,NORTH CAROLINA
34297,lung,NORTH CAROLINA
1754501,aging,NORTH CAROLINA
43576,hiv,NORTH CAROLINA
345825,diabetes,NORTH CAROLINA
1320618,aging,NORTH CAROLINA
56118,breast,NORTH CAROLINA
207495,lung,NORTH CAROLINA
392500,lung,NORTH CAROLINA
422338,lung,NORTH CAROLINA
218735,tumor,NORTH CAROLINA
300761,stress,NORTH CAROLINA
712690,hiv,NORTH CAROLINA
158361,breast,NORTH CAROLINA
357750,immune,NORTH CAROLINA
33928,tumor,NORTH CAROLINA
76320,brain,NORTH CAROLINA
56118,tumor,NORTH CAROLINA
363713,aging,NORTH CAROLINA
192742,aging,NORTH CAROLINA
33498,brain,NORTH CAROLINA
127683,aging,NORTH CAROLINA
397500,lung,NORTH CAROLINA
207860,lung,NORTH CAROLINA
614796,hiv,NORTH CAROLINA
442873,brain,NORTH CAROLINA
389204,breast,NORTH CAROLINA
477e3,breast,NORTH CAROLINA
45228,lung,NORTH CAROLINA
278250,hiv,NORTH CAROLINA
444817,lung,NORTH CAROLINA
341051,immune,NORTH CAROLINA
426328,immune,NORTH CAROLINA
238500,immune,NORTH CAROLINA
358375,stress,NORTH CAROLINA
435560,tumor,NORTH CAROLINA
343438,brain,NORTH CAROLINA
2577651,lung,NORTH CAROLINA
1637477,lung,NORTH CAROLINA
359887,lung,NORTH CAROLINA
444344,hiv,NORTH CAROLINA
357750,diabetes,NORTH CAROLINA
243723,brain,NORTH CAROLINA
348731,stress,NORTH CAROLINA
282600,alcohol,NORTH CAROLINA
198750,aging,NORTH CAROLINA
403487,brain,NORTH CAROLINA
353775,diabetes,NORTH CAROLINA
468322,brain,NORTH CAROLINA
175834,hiv,NORTH CAROLINA
302100,stress,NORTH CAROLINA
672067,hiv,NORTH CAROLINA
131524,alcohol,NORTH CAROLINA
353505,hiv,NORTH CAROLINA
1149,hiv,NORTH CAROLINA
397500,aging,NORTH CAROLINA
794558,breast,NORTH CAROLINA
281172,aging,NORTH CAROLINA
512603,breast,NORTH CAROLINA
476874,diabetes,NORTH CAROLINA
226575,hiv,NORTH CAROLINA
190091,aging,NORTH CAROLINA
659689,stress,NORTH CAROLINA
347813,brain,NORTH CAROLINA
493398,aging,NORTH CAROLINA
34298,aging,NORTH CAROLINA
163350,aging,PENNSYLVANIA
816615,breast,CALIFORNIA
110625,aging,NORTH CAROLINA
365e3,aging,Others
73e3,alcohol,Others
299300,brain,Others
455709,hiv,Others
414941,lung,Others
233250,brain,Others
571630,brain,Others
366250,stress,Others
147569,hiv,Others
29261,alcohol,Others
635273,aging,PENNSYLVANIA
529375,aging,Others
495958,alcohol,CALIFORNIA
559400,aging,Others
416254,stress,Others
171061,brain,Others
605984,aging,MARYLAND
234e3,alcohol,Others
400052,aging,Others
480976,hiv,Others
663727,hiv,Others
629273,hiv,Others
542009,brain,Others
179880,hiv,Others
175111,immune,Others
117968,aging,Others
351e3,alcohol,Others
311220,hiv,Others
212653,stress,Others
174042,hiv,Others
572550,aging,Others
43576,hiv,Others
56118,lung,Others
185376,stress,Others
44899,hiv,Others
339229,brain,Others
715150,hiv,Others
222531,hiv,Others
234e3,breast,Others
56118,immune,Others
698571,hiv,Others
659232,hiv,Others
167600,stress,Others
429282,diabetes,Others
728953,stress,Others
64470,stress,Others
179631,hiv,Others
1909806,lung,Others
869119,hiv,Others
49381,hiv,Others
370802,hiv,Others
43576,hiv,Others
43576,hiv,Others
356850,lung,Others
1098927,brain,Others
205425,alcohol,Others
117609,stress,Others
174036,hiv,Others
289504,lung,Others
165939,brain,Others
43576,aging,Others
532185,diabetes,Others
375455,brain,Others
321625,lung,Others
318755,lung,Others
127926,stress,Others
820677,hiv,Others
1414931,brain,Others
323700,stress,Others
43576,stress,Others
684945,stress,Others
314360,hiv,Others
599999,hiv,Others
79432,hiv,Others
319800,stress,Others
175499,aging,Others
150736,immune,Others
173842,hiv,Others
654899,hiv,Others
39e4,hiv,Others
7373895,hiv,Others
462869,stress,Others
341250,stress,Others
349757,hiv,Others
858438,hiv,Others
387459,aging,Others
814367,aging,Others
234e3,aging,Others
128385,immune,Others
320735,breast,Others
58794,brain,Others
43576,aging,Others
43576,lung,Others
112571,hiv,Others
444453,brain,Others
241744,stress,Others
502655,breast,Others
191381,brain,Others
187812,hiv,Others
88884,hiv,Others
68796,brain,Others
733315,brain,Others
726431,hiv,Others
249e3,alcohol,Others
43576,hiv,Others
138240,stress,Others
39e4,stress,Others
323700,tumor,Others
193050,brain,Others
413925,immune,Others
1591719,immune,Others
702104,stress,Others
238875,brain,Others
234e3,brain,Others
687095,stress,Others
446250,immune,Others
2431541,hiv,Others
356850,lung,Others
877752,hiv,Others
48576,immune,Others
244437,hiv,Others
768729,hiv,Others
323700,tumor,Others
655636,immune,Others
480192,lung,Others
296400,immune,Others
129226,hiv,Others
43576,brain,Others
752160,brain,Others
630821,diabetes,Others
1627401,hiv,Others
728097,stress,Others
349995,hiv,Others
649613,hiv,Others
833525,hiv,Others
48576,alcohol,Others
296400,immune,Others
66300,hiv,Others
173638,brain,Others
113808,diabetes,Others
643825,hiv,Others
341250,brain,Others
127035,hiv,Others
493063,hiv,Others
296400,alcohol,Others
323700,tumor,Others
511806,hiv,Others
115e3,hiv,Others
177736,lung,Others
39e4,stress,Others
195e3,diabetes,Others
48576,lung,Others
387900,lung,Others
749725,alcohol,Others
397891,hiv,MASSACHUSETTS
855568,aging,CALIFORNIA
4737643,hiv,Others
192101,diabetes,MASSACHUSETTS
528070,hiv,NORTH CAROLINA
14061858,hiv,NORTH CAROLINA
455489,hiv,NORTH CAROLINA
98566,hiv,NORTH CAROLINA
225e3,lung,Others
3e4,lung,MARYLAND
183244,tumor,NEW YORK
183244,tumor,NEW YORK
282986,alcohol,NEW YORK
618034,hiv,NEW YORK
2292587,immune,NEW YORK
84250,immune,NEW YORK
551805,aging,NEW YORK
421250,immune,NEW YORK
2270547,brain,NEW YORK
1514228,immune,NEW YORK
247500,alcohol,NEW YORK
35e4,brain,Others
225e3,brain,Others
92503,diabetes,MARYLAND
333e3,lung,Others
220985,brain,Others
118346,aging,Others
167549,alcohol,Others
1316132,hiv,Others
529498,hiv,Others
226705,hiv,Others
13760,hiv,Others
364122,hiv,Others
189553,hiv,Others
358875,hiv,Others
165256,hiv,Others
680840,hiv,Others
18588,hiv,Others
407525,hiv,Others
326250,alcohol,Others
181250,hiv,Others
143550,hiv,Others
183004,hiv,Others
353686,hiv,Others
38585,stress,Others
76187,hiv,Others
353279,hiv,NEW YORK
1013625,breast,NEW YORK
96850,hiv,MASSACHUSETTS
484250,immune,MASSACHUSETTS
48e4,immune,MASSACHUSETTS
171693,brain,TEXAS
519152,hiv,NEW YORK
147996,hiv,NEW YORK
24966,hiv,PENNSYLVANIA
1001024,hiv,PENNSYLVANIA
394598,stress,MASSACHUSETTS
365200,tumor,WASHINGTON
184615,diabetes,WASHINGTON
315860,hiv,WASHINGTON
97038,immune,WASHINGTON
93340,hiv,WASHINGTON
365200,tumor,WASHINGTON
614618,immune,WASHINGTON
605144,aging,WASHINGTON
539534,hiv,WASHINGTON
588236,breast,WASHINGTON
488577,hiv,WASHINGTON
935354,breast,WASHINGTON
555064,hiv,WASHINGTON
30221723,hiv,WASHINGTON
393714,breast,WASHINGTON
264e3,hiv,WASHINGTON
494170,aging,WASHINGTON
9822842,hiv,WASHINGTON
808300,hiv,WASHINGTON
372766,lung,WASHINGTON
636039,tumor,WASHINGTON
581772,tumor,WASHINGTON
871200,hiv,WASHINGTON
292485,diabetes,WASHINGTON
303180,hiv,WASHINGTON
654252,hiv,WASHINGTON
285317,hiv,WASHINGTON
396340,lung,WASHINGTON
264e3,hiv,WASHINGTON
56058,lung,WASHINGTON
1715614,hiv,WASHINGTON
766577,hiv,WASHINGTON
1011430,breast,WASHINGTON
401515,aging,WASHINGTON
376788,aging,WASHINGTON
408426,tumor,WASHINGTON
561462,hiv,WASHINGTON
437105,hiv,WASHINGTON
14697164,hiv,WASHINGTON
402600,lung,WASHINGTON
591978,tumor,WASHINGTON
787267,hiv,WASHINGTON
10940011,hiv,WASHINGTON
613612,hiv,WASHINGTON
635652,hiv,WASHINGTON
428600,lung,WASHINGTON
369201,hiv,WASHINGTON
657360,brain,WASHINGTON
4714991,hiv,WASHINGTON
464688,hiv,MARYLAND
434121,hiv,CALIFORNIA
574758,brain,PENNSYLVANIA
773656,aging,NEW YORK
390119,immune,NEW YORK
821269,immune,WASHINGTON
31894,alcohol,Others
18223,hiv,Others
228e3,immune,Others
38e4,hiv,Others
139255,stress,Others
191862,hiv,Others
19e4,hiv,Others
199375,hiv,Others
326844,hiv,Others
575996,stress,Others
4003647,diabetes,Others
456244,hiv,Others
738111,diabetes,Others
79250,breast,Others
249e3,immune,Others
445484,brain,Others
303440,hiv,Others
420750,hiv,Others
285300,alcohol,Others
29980562,diabetes,Others
2793538,diabetes,Others
737812,hiv,Others
158e3,hiv,Others
1460731,diabetes,Others
362569,breast,Others
249e3,stress,Others
262500,hiv,Others
529868,diabetes,Others
235518,brain,Others
349859,immune,Others
531650,hiv,Others
702022,lung,Others
79305,breast,Others
443811,hiv,Others
131587,stress,Others
77750,brain,Others
469489,breast,Others
528898,breast,Others
918049,breast,Others
836998,breast,Others
169106,stress,Others
74388,aging,Others
572720,hiv,Others
154772,breast,Others
30876,alcohol,Others
1851907,stress,Others
219496,breast,Others
149851,breast,Others
2527533,hiv,Others
1785514,breast,Others
194375,aging,Others
918318,aging,Others
494241,hiv,Others
505373,immune,Others
482229,tumor,Others
80087,diabetes,Others
217789,aging,Others
180625,aging,Others
287092,stress,Others
290003,stress,Others
857113,aging,Others
43576,lung,Others
355445,aging,Others
72490,diabetes,Others
248007,brain,Others
180375,aging,Others
686737,brain,Others
425143,aging,Others
176549,diabetes,Others
332800,tumor,Others
561178,diabetes,Others
556510,tumor,Others
272240,aging,Others
2272500,lung,Others
19e4,stress,Others
19e4,immune,Others
2122683,stress,Others
27e4,tumor,Others
38e4,aging,Others
38e4,stress,Others
187500,aging,Others
375e3,immune,Others
354868,brain,Others
77383,aging,Others
142120,tumor,Others
315400,tumor,Others
315400,tumor,Others
343658,tumor,Others
280125,tumor,Others
63089,diabetes,Others
310233,aging,Others
1904609,immune,Others
118482,stress,Others
307100,breast,Others
37176,alcohol,Others
45642,breast,Others
529388,alcohol,Others
469136,diabetes,Others
39491,hiv,Others
227e3,hiv,Others
327820,hiv,Others
668808,brain,Others
7031,breast,Others
2e3,aging,Others
299838,breast,Others
210900,hiv,Others
74e3,tumor,Others
613074,diabetes,Others
740456,hiv,Others
750198,immune,CALIFORNIA
5e4,stress,Others
24e3,alcohol,Others
4e4,brain,Others
8e3,stress,Others
596975,hiv,NEW YORK
689038,brain,OHIO
195448,hiv,WASHINGTON
8e4,alcohol,WASHINGTON
182337,alcohol,WASHINGTON
142671,aging,WASHINGTON
17687,aging,WASHINGTON
585077,hiv,MARYLAND
29974,aging,Others
488755,tumor,Others
349638,lung,Others
73855,tumor,Others
249e3,tumor,Others
187050,breast,Others
91116,tumor,Others
706998,aging,Others
164160,immune,Others
164160,immune,Others
438929,aging,Others
816402,lung,Others
246805,tumor,Others
461493,lung,Others
349638,tumor,Others
183244,lung,Others
321654,lung,Others
370336,stress,Others
85854,hiv,Others
136843,tumor,Others
293114,tumor,Others
606940,breast,Others
259e3,tumor,Others
419139,brain,Others
92804,aging,MASSACHUSETTS
396666,hiv,MASSACHUSETTS
36032,breast,MASSACHUSETTS
343531,aging,MASSACHUSETTS
31111,brain,MASSACHUSETTS
35681,lung,MASSACHUSETTS
58002,stress,MASSACHUSETTS
714829,tumor,MASSACHUSETTS
35681,lung,MASSACHUSETTS
377438,breast,MASSACHUSETTS
381375,diabetes,MASSACHUSETTS
976136,brain,MASSACHUSETTS
30745,diabetes,MASSACHUSETTS
160875,brain,MASSACHUSETTS
345522,alcohol,MASSACHUSETTS
202824,stress,MASSACHUSETTS
59970,brain,MASSACHUSETTS
501212,brain,MASSACHUSETTS
36311,hiv,MASSACHUSETTS
665140,aging,MASSACHUSETTS
31113,brain,MASSACHUSETTS
211875,brain,MASSACHUSETTS
56118,aging,MASSACHUSETTS
64350,brain,MASSACHUSETTS
30980,breast,MASSACHUSETTS
64730,brain,MASSACHUSETTS
31113,brain,MASSACHUSETTS
396541,tumor,MASSACHUSETTS
847500,brain,MASSACHUSETTS
206368,aging,MASSACHUSETTS
34331,hiv,MASSACHUSETTS
48576,breast,MASSACHUSETTS
561660,hiv,MASSACHUSETTS
48576,breast,MASSACHUSETTS
612248,lung,MASSACHUSETTS
1585639,immune,MASSACHUSETTS
31046,tumor,MASSACHUSETTS
44303,aging,MASSACHUSETTS
491543,diabetes,MASSACHUSETTS
356441,diabetes,MASSACHUSETTS
721408,breast,MASSACHUSETTS
144636,stress,MASSACHUSETTS
614103,breast,MASSACHUSETTS
215351,diabetes,MASSACHUSETTS
481886,diabetes,MASSACHUSETTS
302209,hiv,MASSACHUSETTS
135e4,hiv,MASSACHUSETTS
475739,hiv,MASSACHUSETTS
414476,lung,MASSACHUSETTS
1623378,aging,MASSACHUSETTS
613682,aging,MASSACHUSETTS
403750,lung,MASSACHUSETTS
17751322,hiv,MASSACHUSETTS
97252,tumor,MASSACHUSETTS
86027,hiv,MASSACHUSETTS
487977,hiv,MASSACHUSETTS
254017,aging,MASSACHUSETTS
133250,aging,MASSACHUSETTS
152e3,aging,MASSACHUSETTS
52542,breast,MASSACHUSETTS
569497,aging,MASSACHUSETTS
681528,brain,MASSACHUSETTS
784376,hiv,MASSACHUSETTS
272376,hiv,MASSACHUSETTS
1056459,breast,MASSACHUSETTS
180033,aging,MASSACHUSETTS
403750,hiv,MASSACHUSETTS
439397,hiv,MASSACHUSETTS
719244,diabetes,MASSACHUSETTS
2e5,hiv,MASSACHUSETTS
687181,hiv,MASSACHUSETTS
363375,diabetes,MASSACHUSETTS
127823,aging,MASSACHUSETTS
498992,hiv,MASSACHUSETTS
85312,breast,MASSACHUSETTS
664368,stress,MASSACHUSETTS
381140,hiv,MASSACHUSETTS
30696,breast,MASSACHUSETTS
107489,hiv,MASSACHUSETTS
2439449,lung,MASSACHUSETTS
811732,hiv,MASSACHUSETTS
7e5,stress,MASSACHUSETTS
444125,stress,MASSACHUSETTS
149483,diabetes,MASSACHUSETTS
618034,diabetes,MASSACHUSETTS
54294,aging,MASSACHUSETTS
56118,aging,MASSACHUSETTS
359125,brain,MASSACHUSETTS
31358,stress,MASSACHUSETTS
422500,hiv,MASSACHUSETTS
1206405,aging,MASSACHUSETTS
1593922,brain,MASSACHUSETTS
168699,aging,MASSACHUSETTS
422500,aging,MASSACHUSETTS
